@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric

@data

-1.400584e+01,-8.765397e+00,-1.146439e+01,-9.957096e+00,-8.797355e+00,-3.144071e+00,-1.541111e+00,3.352467e+00,5.886435e+00,4.533906e+00,6.955256e+00,-1.196069e+00,2.599837e+01,-1.507492e+00,7.572532e-02,-9.609566e-01,-3.695066e-01,3.415042e+00,8.184627e-01,3.637262e-01,-7.014662e-01,5.334431e-01,1.438797e+00,1.683672e+00,-7.217171e-01,1.501522e-02,1.441977e-01,9.482004e-02,6.633241e-01,1.668231e+00,9.183324e-01,8.914618e-01,1.587740e+00,1.687670e-02,-1.616480e+00,-1.973142e+00,-1.846401e+00,-9.074817e-01,1.166954e-03
-1.979958e+01,-4.818777e+00,-7.117195e+00,-7.029074e+00,1.768560e+00,3.938390e+00,1.888233e+00,3.742268e-01,-2.859616e+00,1.419083e+01,3.665619e+00,-6.928647e+00,2.599223e+01,-7.204776e-01,-3.756139e-01,-1.835833e-01,1.247268e+00,1.821314e+00,2.898717e+00,4.316133e+00,1.148243e+00,-3.635270e+00,-2.904533e+00,-1.178474e+00,-7.041487e-01,1.975212e-02,8.626312e-01,-6.197798e-03,3.430049e-01,1.285253e+00,-3.539639e-01,3.568610e-01,7.169841e-01,9.536390e-01,-6.185706e-01,-2.266191e+00,-1.729441e+00,-2.657030e-01,1.294250e-03
-1.979898e+01,-8.021801e+00,-1.569502e+01,-1.151561e+01,-4.178097e+00,2.158354e-01,4.679338e+00,5.113986e+00,1.860666e+00,4.214597e+00,7.293327e+00,-4.564060e+00,2.608047e+01,4.380668e-01,-4.479690e-01,7.747145e-01,4.060161e+00,1.443531e+00,1.521298e+00,2.224684e+00,2.790527e-01,-4.087659e+00,-3.986039e+00,-5.187403e+00,-1.669603e+00,1.863689e-02,7.029986e-01,4.134958e-01,8.637615e-01,6.082565e-01,-5.191572e-01,2.801026e-02,-3.746303e-01,5.619384e-01,2.441030e-02,-7.380748e-01,-3.324923e-01,3.189570e-01,-6.016960e-03
-1.520169e+01,-1.025490e+01,-1.083214e+01,-3.340075e+00,-5.078481e+00,3.452367e+00,8.708592e+00,8.257896e+00,-7.265315e+00,-8.479486e+00,-3.038699e+00,-2.446077e+00,2.604486e+01,2.172298e+00,-7.659998e-02,6.320583e-01,2.684572e+00,4.730349e-01,1.069583e+00,4.651811e-01,3.899219e+00,8.607931e-02,-4.515052e+00,-2.080457e+00,4.666354e-01,1.299973e-02,6.380115e-02,6.056782e-01,7.096210e-01,-5.013751e-01,-3.945221e-01,-7.768381e-01,-1.304557e+00,-5.297244e-01,9.344733e-01,1.046008e+00,1.446668e+00,6.469256e-01,-8.577576e-03
-1.411446e+01,-8.287179e+00,-5.733341e+00,8.499211e+00,1.843823e+00,4.705428e+00,6.172130e+00,8.058953e-01,-1.234901e+01,-4.061131e+00,-1.562960e+01,-1.178537e+01,2.606524e+01,5.611129e-01,1.993697e+00,2.950030e+00,1.953124e+00,1.493396e+00,1.873081e+00,4.160506e-01,7.327377e-01,-1.205180e+00,-1.446317e+00,4.722021e-01,2.876759e-01,-1.169338e-02,-5.194718e-01,8.997057e-02,1.080300e-01,-1.500873e+00,-6.128604e-01,-1.227139e+00,-9.486697e-01,-9.587218e-01,7.986268e-01,1.725596e+00,2.313879e+00,1.117473e+00,-8.619746e-03
-1.178035e+01,-5.069088e+00,-8.937743e+00,-3.613625e+00,1.122775e+00,7.041510e+00,3.467742e+00,2.202437e+01,4.675619e+00,-4.246563e+00,4.724795e+00,-9.848152e-01,2.606484e+01,-4.629949e-01,1.431944e+00,2.276864e+00,-2.060895e-01,-1.762290e-01,-1.161365e+00,-1.302333e+00,-1.727222e+00,-4.041423e-01,1.055647e+00,3.225062e+00,1.551839e+00,-7.970619e-03,-6.995128e-01,-6.861519e-01,-3.223145e-01,-8.996025e-01,-7.499498e-01,-1.457229e+00,-6.420163e-01,-1.848890e+00,-1.012995e-01,1.927165e+00,4.351509e-01,4.866781e-01,-2.827358e-03
-1.870408e+01,-6.462225e-01,-1.892067e+00,-1.613209e+00,1.882546e-01,7.786669e+00,9.380016e+00,1.894440e+00,-1.013570e+01,-5.133449e+00,5.772590e+00,-3.856311e+00,2.601201e+01,-8.416455e-01,-7.523882e-01,4.924619e-01,-1.998874e+00,-1.296139e+00,-3.498924e+00,-1.634907e+00,-1.701336e+00,1.505861e-01,1.856590e+00,3.729235e+00,3.375160e+00,-1.397667e-02,5.637968e-02,-1.182172e+00,-1.158261e+00,-6.391093e-01,-1.157337e+00,-1.249299e+00,-1.076524e+00,-1.012203e+00,1.909798e-01,8.739540e-01,-9.953726e-01,-2.771519e-01,9.839917e-03
-1.522185e+01,-6.915660e+00,-1.368456e+00,6.856874e-01,-5.131842e+00,-3.895079e+00,5.929832e-01,-9.224845e-01,-1.039268e+01,-2.665091e+00,2.385517e+00,1.348591e+00,2.603162e+01,-6.238863e-01,-2.134317e+00,2.492702e-01,1.625583e-01,-1.881947e+00,-3.530557e+00,-1.719421e+00,-4.128195e+00,-1.098301e+00,3.469321e+00,-1.533219e+00,1.356284e+00,4.577637e-06,3.926191e-01,-4.466887e-01,-9.312156e-01,-1.261939e-01,-6.023335e-01,3.479875e-01,-9.416951e-01,-6.668692e-01,6.403554e-01,-3.384185e-02,-1.450425e+00,-1.053344e+00,1.460327e-02
-1.660193e+01,-1.112583e+01,-7.055676e+00,-3.644814e+00,-1.509565e+00,-7.320900e+00,-5.650265e-01,3.772642e+00,-4.061929e+00,4.431084e+00,4.186215e+00,3.923727e+00,2.601196e+01,9.234570e-01,-2.134030e+00,-1.827477e+00,-1.426746e+00,-3.440430e+00,-3.188817e+00,-4.758023e+00,-3.127789e+00,9.679856e-02,1.716616e+00,-2.125520e+00,-1.000306e+00,3.351860e-02,1.975272e-01,8.661407e-01,5.692800e-02,2.984265e-01,-3.096346e-01,1.226102e+00,7.493107e-02,-9.935107e-02,5.771462e-01,-3.273451e-01,-6.217708e-01,-1.013931e+00,1.145971e-02
-1.595086e+01,-1.050087e+01,-5.109588e+00,-1.785030e+00,-7.438051e+00,-3.057494e+00,-1.568433e-01,4.442910e-01,-3.852771e+00,8.317776e+00,-2.148113e+00,1.906585e+00,2.606489e+01,6.175492e-01,-1.106790e-01,-1.219244e+00,-1.123123e+00,-2.115751e+00,4.235186e-01,-4.449251e+00,-4.348341e+00,2.824528e+00,9.564250e-01,-1.099687e+00,-1.527148e+00,4.129810e-02,3.645325e-02,1.336279e+00,4.646726e-01,4.909872e-01,1.295997e+00,1.091555e+00,1.178047e+00,1.128252e+00,3.488876e-01,-2.964984e-01,7.489930e-01,3.805152e-01,-4.917317e-03
-1.372229e+01,-9.523769e+00,-9.158888e+00,-7.511578e+00,-1.586079e+01,-8.576208e+00,-1.403518e+01,-1.442789e+01,-1.292166e+01,-2.041801e+00,-2.588197e+00,-9.136837e+00,2.616297e+01,-4.747273e-01,2.566497e+00,1.511359e+00,1.360993e-01,-2.727410e+00,6.545495e-01,1.046632e-01,-2.088018e+00,1.074902e+00,1.476313e+00,4.036148e-01,-2.527800e-01,2.267513e-02,-2.101858e-01,7.930744e-01,7.586607e-01,9.069940e-01,2.564181e+00,6.240965e-01,2.316869e+00,2.080821e+00,3.055706e-02,4.169878e-01,8.098625e-01,1.230073e+00,-2.047863e-02
-1.357393e+01,-8.270087e+00,-6.413072e+00,-2.996546e+00,-8.534983e+00,-1.149832e+00,-1.491819e+01,-1.356392e+01,8.159829e+00,5.353476e+00,2.742861e-01,2.431317e-01,2.616261e+01,2.574721e-01,2.196817e+00,9.032146e-01,1.836072e+00,4.241528e+00,5.536079e-03,1.739469e+00,9.931787e-01,1.570850e-01,2.106981e+00,9.471784e-01,2.885097e+00,-1.916027e-02,-9.073138e-03,-3.696850e-01,-1.687210e-01,4.836056e-02,1.715951e+00,-4.106524e-01,1.435792e+00,2.397763e+00,-4.553142e-01,-1.959867e-02,6.630672e-01,9.136732e-01,-1.857643e-02
-2.016404e+01,5.912597e-01,1.152862e+00,-2.358560e+00,-1.459815e+01,-5.001984e+00,7.338965e+00,3.366562e-01,-4.693717e+00,1.329480e+01,4.993089e+00,3.491554e+00,2.607648e+01,5.256634e-02,6.775942e-01,9.045965e-01,1.628627e+00,6.201836e+00,1.406569e-01,3.731961e+00,4.605556e+00,1.583306e+00,3.226278e+00,9.003590e-01,2.943938e+00,-3.864536e-02,1.093101e-01,-1.204391e+00,-8.750308e-01,-1.382140e+00,-3.453411e-01,-4.307012e-01,-7.011579e-02,1.238345e+00,-1.561488e-01,-1.096459e+00,7.758625e-01,2.533649e-01,-4.981270e-03
-1.144263e+01,-4.574296e+00,-5.749390e+00,4.818819e+00,1.313827e+01,-4.816926e+00,-2.146575e+00,-1.972091e+00,-7.181319e+00,1.118438e+01,-1.202865e+00,1.001787e+01,2.601233e+01,3.085367e-01,-1.014653e+00,-1.759468e+00,-1.627584e+00,1.999383e+00,-1.372797e+00,9.160588e-01,4.293688e+00,2.937560e-01,-1.655083e-02,1.967277e+00,1.442859e+00,-2.092380e-02,-2.555259e-01,-7.455508e-01,-1.532332e-01,-1.611000e+00,-2.991936e+00,1.894588e-01,-1.849657e-01,1.583631e-01,-8.962014e-02,-1.676446e+00,4.305840e-01,-8.484769e-01,6.940422e-03
-1.452511e+01,-7.983694e+00,-4.967746e+00,-3.276123e+00,4.311762e+00,-6.039377e+00,-1.761185e+00,2.803970e+00,2.665439e+00,1.117414e+01,2.652173e+00,6.954796e-01,2.604488e+01,4.629106e-02,-1.849724e+00,-1.532453e+00,-5.042772e+00,-3.333044e+00,-8.097900e-01,1.657891e-01,2.453454e+00,2.258229e-01,-2.944216e+00,3.772878e+00,1.735163e+00,-1.349449e-03,-2.900433e-03,2.348200e-01,4.901447e-01,-2.133306e-01,-2.432417e+00,6.402123e-01,-2.966592e-01,-1.181776e+00,-1.072883e+00,-1.759016e+00,-2.316959e-01,-7.826336e-01,5.333443e-03
-1.485070e+01,-9.055876e+00,-1.215011e+01,-1.067569e+01,-7.993024e+00,-7.495120e+00,-5.787825e+00,6.670862e+00,5.949031e+00,6.331053e+00,1.128113e+01,8.855463e+00,2.607379e+01,-1.017020e+00,-2.672780e-01,1.355573e+00,-2.883228e+00,-5.950713e+00,1.428053e+00,2.597726e+00,2.861045e+00,3.877257e-01,-3.190000e+00,1.663839e+00,-7.529001e-01,-3.106117e-03,2.960782e-01,8.723930e-01,1.085933e+00,1.760161e+00,3.730524e-01,1.082060e+00,6.339719e-02,-1.628394e+00,-8.760227e-01,-4.281999e-01,-1.282267e+00,-9.079474e-01,-2.271099e-03
-1.822854e+01,-6.416571e+00,-3.309046e+00,-1.982517e+01,-2.069772e+01,-7.711837e+00,9.988535e+00,8.282449e+00,-1.012978e+01,1.000380e+00,1.761548e+01,1.274858e+01,2.603900e+01,7.008426e-01,1.478007e+00,1.797799e+00,1.189797e+00,-1.985200e+00,1.941293e+00,1.407832e+00,-5.870015e-01,-3.828096e+00,-3.982079e+00,-1.064014e-01,1.286490e-01,-2.088699e-02,3.862711e-01,7.049719e-01,1.490045e-01,2.060049e+00,2.427734e+00,9.186332e-01,-6.208709e-01,-2.110484e+00,-1.621842e-01,9.115399e-01,-2.116285e+00,-1.367304e+00,-5.350666e-03
-1.467601e+01,-6.694248e+00,1.991269e-01,-1.322798e+00,-4.110559e+00,3.159571e+00,4.967195e+00,9.593896e+00,1.154918e+00,3.212576e-01,-3.653234e-01,2.268248e-01,2.599974e+01,1.461652e+00,1.683447e+00,2.005071e+00,4.056937e+00,3.190723e+00,2.661960e+00,6.120235e-01,-2.328056e+00,-2.059398e+00,-1.638619e+00,-2.504420e+00,-2.293621e+00,-2.251053e-02,1.022447e-01,-2.612098e-02,-9.502606e-01,3.677352e-01,2.170005e+00,2.452916e-01,-8.058147e-01,-1.860667e+00,5.211272e-01,1.421756e+00,-1.199200e+00,-2.554047e-01,1.157989e-03
-1.110824e+01,-1.774473e+00,-2.153367e+00,-2.003583e+00,-7.555469e+00,-1.660256e+00,-9.953570e-02,-1.592554e+00,-1.407799e+01,-5.731364e+00,7.943391e+00,5.653043e+00,2.597747e+01,7.383105e-01,6.997731e-01,-1.112180e+00,1.787388e+00,4.234907e+00,3.166422e+00,-1.945715e+00,-5.504416e+00,6.384639e-01,8.377929e-01,-4.724418e+00,-4.330999e+00,-1.840057e-02,-7.085774e-01,-5.058452e-01,-1.099617e+00,-1.136049e+00,5.878554e-01,-1.062920e-01,4.668587e-01,-1.825702e-02,1.636066e+00,1.477943e+00,-4.509107e-01,3.071772e-01,5.807056e-03
-1.110259e+01,-2.959692e+00,-2.702593e+00,6.982082e-01,1.389464e+00,2.788888e+00,2.316329e+00,-3.191722e-02,-2.373857e+00,1.503831e+00,3.595073e+00,9.351273e-01,2.599200e+01,-5.245303e-01,-8.766008e-03,-1.940740e+00,-1.343348e+00,1.789257e+00,2.041946e+00,2.454258e-01,-3.983582e+00,7.600814e-01,1.508842e+00,-2.023154e+00,1.999001e-01,1.440620e-03,-6.510564e-01,-2.972426e-01,-5.552761e-01,-1.313708e+00,-1.043489e+00,-7.165419e-01,1.215859e+00,1.472596e+00,8.842052e-01,5.736245e-01,5.696831e-01,1.037118e+00,2.353020e-03
-1.632370e+01,-4.784984e+00,-7.419084e+00,-1.189873e+01,-2.273202e+00,8.305617e+00,1.585395e+00,-1.442672e+01,-5.173071e+00,4.598058e+00,-7.986806e+00,-9.260570e+00,2.595087e+01,-1.848953e+00,-2.051132e-01,-1.727381e+00,-1.790305e+00,1.654810e+00,1.719840e+00,3.925424e+00,1.494765e-01,2.942494e+00,1.833905e+00,-2.601588e+00,4.177746e-01,-3.827286e-03,4.588381e-02,4.377649e-02,7.158878e-01,1.586899e-02,-1.280399e+00,-1.345919e+00,9.115623e-01,2.400715e+00,-2.050399e-01,-6.396500e-01,1.294256e+00,9.357540e-01,5.680276e-04
-1.469094e+01,-5.232822e+00,-6.871716e+00,-3.091964e+00,2.194593e+00,8.386366e+00,5.351858e+00,-3.906931e+00,5.028673e-01,2.700755e+00,-2.515995e+00,8.683131e+00,2.602025e+01,-4.999985e-01,6.496766e-01,-4.637090e-01,-7.227543e-01,-7.366745e-01,-1.974582e-01,3.755749e+00,2.207977e+00,1.209613e+00,7.314472e-01,-7.174193e-01,5.175830e-01,-1.803207e-02,4.053591e-01,-1.554865e-01,8.536461e-01,7.676012e-01,-7.948425e-01,-1.399246e+00,-5.896413e-01,1.567840e+00,-1.212377e+00,-1.879395e+00,2.878038e-01,-6.661248e-01,-2.715492e-04
-1.855884e+01,-1.663474e+00,-8.705709e+00,-9.060025e+00,3.160186e-01,4.140203e+00,1.800982e+01,1.092335e+00,-8.038811e-01,2.839700e+00,-2.009015e+00,3.867914e+00,2.594421e+01,9.554636e-01,5.894343e-01,1.728744e+00,1.556436e+00,-9.041234e-01,-2.443471e+00,8.569351e-01,3.403382e+00,-6.115012e-01,-1.971760e+00,1.093995e+00,1.889298e-01,-5.824089e-03,5.217006e-01,-5.936762e-01,1.581394e-01,3.977048e-01,-4.700175e-01,-9.637672e-01,-2.379646e+00,2.157717e-02,-9.206011e-01,-2.011558e+00,1.099324e-01,-4.244974e-01,9.389171e-03
-1.248501e+01,-1.272064e+00,-4.377826e+00,-4.334916e+00,-3.588519e+00,3.884304e+00,1.288286e+01,3.248436e+00,1.489611e+00,6.040246e+00,-2.980919e+00,-3.041200e+00,2.590517e+01,1.000567e-01,-1.183472e+00,5.994276e-01,8.212873e-01,-9.054888e-01,-2.872629e+00,-1.168536e+00,2.228663e+00,-3.524808e+00,-5.985301e+00,-2.431926e+00,-3.016302e+00,1.081276e-03,-8.587007e-02,-8.896219e-01,-8.911690e-01,-4.600857e-01,2.816613e-02,-5.791699e-01,-2.992777e+00,-9.641572e-01,3.222607e-02,-7.694827e-01,-2.660847e-03,3.106462e-01,1.305172e-02
-1.264934e+01,-3.818192e+00,-2.230952e-02,-3.495072e+00,-3.902263e+00,-1.660710e+00,2.104570e+00,-9.874951e-01,-8.723948e+00,-6.930490e+00,-2.284368e+00,-2.453756e+00,2.597929e+01,4.595219e-01,-2.256920e+00,-1.468252e+00,-5.738022e-01,-6.108700e-01,-1.761410e+00,-5.510661e+00,2.470190e-01,7.066987e-01,-4.865510e+00,-1.194673e+00,6.222968e-02,3.356190e-02,-1.898788e-01,-2.119723e-01,-1.001374e+00,-6.046128e-01,3.234172e-01,2.783529e-01,-2.039606e+00,-1.574132e+00,9.422958e-01,1.439080e+00,6.427189e-01,9.546186e-01,5.421982e-03
-1.714540e+01,-1.007283e+01,-8.216278e+00,-1.768004e+00,-2.237096e-01,-3.076324e+00,7.461803e+00,8.276300e+00,-1.316114e+01,-2.234065e+01,-1.453795e+01,-3.237543e+00,2.600812e+01,-6.813780e-01,-2.375256e+00,-3.321056e+00,-1.958064e+00,-7.424706e-01,-3.434338e+00,-8.024337e+00,-1.034628e+00,7.116430e-01,-1.669091e+00,4.136104e-01,2.134164e+00,2.753353e-02,1.709543e-01,6.356126e-01,2.953693e-01,5.004190e-01,-3.221905e-03,9.296187e-01,-1.235935e-01,-1.389180e+00,1.293538e+00,2.693233e+00,1.666862e+00,1.376697e+00,-5.266018e-03
-1.393104e+01,-8.547692e+00,-1.412774e+01,-1.321249e+01,-4.420736e+00,-1.186536e+00,-6.832955e+00,-1.865021e-01,1.005499e+01,-7.297398e+00,-2.203862e+00,4.277234e+00,2.606055e+01,3.967872e-01,1.254645e-01,-1.317886e+00,-7.695217e-02,6.314534e-01,-7.708521e-01,-5.913194e+00,-2.835635e+00,1.981753e+00,3.065538e+00,2.884821e+00,2.386790e+00,8.059693e-03,7.874785e-02,9.062751e-01,1.517333e+00,1.309571e+00,1.366502e-01,1.262799e+00,2.848382e+00,-1.363334e-01,-2.473690e-01,1.426490e+00,9.492704e-01,5.512633e-02,-2.079760e-02
-1.525106e+01,-1.078359e+01,-1.393039e+01,-9.266524e+00,-7.041636e+00,-1.352448e+01,-2.277006e+01,-2.325200e+00,-4.341641e+00,-2.121757e+00,-9.531202e-01,4.264128e+00,2.600221e+01,9.861959e-01,8.033983e-01,2.001091e+00,3.074957e+00,-1.542760e+00,1.280185e+00,-1.585237e+00,-3.175911e+00,2.305357e+00,3.515340e+00,3.862635e+00,2.704906e+00,-1.249771e-02,1.432288e-01,7.060489e-01,1.439497e+00,8.561177e-01,3.818313e-01,1.893492e+00,4.272490e+00,9.499956e-01,-2.119079e-01,-1.920922e-02,-1.345130e-01,-6.884542e-01,-2.051159e-02
-1.161258e+01,-2.835485e+00,-3.754685e+00,-1.305732e-01,2.663967e+00,-2.908943e-01,-1.234547e+01,-9.864919e+00,-3.224931e+00,-1.712248e+00,5.347322e+00,5.729358e+00,2.602254e+01,1.947422e-02,6.851283e-01,3.457338e+00,3.457544e+00,4.725259e-01,2.195322e+00,5.511700e+00,6.359940e-01,-1.327003e+00,-3.252755e-01,1.827167e+00,5.249076e-02,-5.041046e-02,-2.532846e-01,-1.383860e-02,-4.935188e-02,-9.168614e-01,-1.586363e-01,5.776637e-01,2.039285e+00,9.967785e-01,-7.992216e-01,-1.023779e+00,-1.496789e+00,-1.248534e+00,-9.988365e-03
-1.337365e+01,-8.911938e+00,-3.397350e+00,7.065821e+00,-1.147986e+01,2.876781e+00,2.291876e+00,-2.764048e+00,5.005605e+00,-7.556528e+00,9.996322e-01,9.560923e+00,2.596463e+01,2.234225e-01,8.751566e-01,1.488819e+00,5.552767e-01,1.246150e+00,4.550034e+00,7.625666e+00,1.979535e+00,1.306481e+00,-6.973092e-02,2.698723e-01,-1.409568e-01,-4.578934e-02,-3.219426e-01,-1.007164e-02,-1.071261e+00,-1.727455e+00,9.401977e-02,-8.083585e-01,-1.228186e+00,-6.042459e-02,-6.965658e-01,-6.411032e-02,-1.513912e+00,-1.592307e+00,8.810177e-03
-1.477237e+01,-6.057878e+00,-2.107572e+00,-4.090942e+00,1.610058e-01,1.589444e+00,8.194576e+00,3.212892e+00,-1.253651e+00,-6.206389e+00,5.955598e+00,1.891291e+00,2.582729e+01,-4.882492e-01,2.039237e-02,-1.308509e+00,-3.401419e+00,-1.556183e+00,4.825419e-01,-3.222195e-01,-4.294660e-01,-1.514918e+00,-2.608190e-01,-2.802741e+00,-2.432949e+00,-2.523632e-02,-1.698803e-01,-2.867139e-01,-1.196104e+00,-8.129064e-01,-6.221317e-01,-1.383116e+00,-3.040405e+00,-1.003803e+00,2.036125e-01,1.492987e+00,-4.969531e-01,-7.437943e-01,2.078283e-02
-1.255405e+01,-4.796613e+00,-7.309855e+00,-4.509956e+00,4.405929e-01,8.285525e+00,5.088243e+00,1.033572e+00,1.205125e+00,-2.233408e-01,9.210371e-02,5.478378e+00,2.587089e+01,-3.696554e-01,1.085408e+00,-9.722880e-01,-2.132837e+00,-5.830679e-02,-1.905218e+00,-4.809206e+00,-2.945304e+00,-1.083515e+00,3.162560e+00,-1.391969e+00,-4.013910e+00,1.896610e-02,-8.567562e-03,-2.742090e-01,-1.789121e-01,6.560869e-01,-1.108052e-01,-1.511368e+00,-2.073669e+00,-4.598686e-01,4.346895e-03,9.496784e-01,3.896982e-01,5.723412e-02,1.429218e-02
-1.446362e+01,-4.791185e+00,-8.340981e+00,-1.134978e+01,-1.107717e+01,-5.825571e-01,-1.535475e+01,-1.391106e+01,-8.899281e+00,-6.682937e+00,-8.212618e+00,-4.394112e+00,2.594323e+01,-5.333881e-01,-8.535669e-01,-1.292630e+00,7.370688e-01,-1.985904e+00,-1.492635e+00,-3.472886e+00,-1.920602e+00,8.860577e-01,5.523515e+00,1.733225e-01,-1.730004e+00,2.112598e-02,2.404945e-01,-2.250504e-02,4.873814e-01,1.444234e+00,9.371065e-01,-4.545036e-01,8.617361e-01,1.108332e+00,7.094011e-01,3.979294e-01,9.885035e-01,1.087919e+00,3.917732e-03
-1.537630e+01,-4.118244e+00,-5.142086e+00,3.105385e-02,-6.152304e+00,-5.563306e+00,-9.979492e+00,-8.928595e+00,3.410844e+00,8.494548e+00,1.123895e+00,-7.365927e+00,2.600149e+01,2.031542e-01,-5.890884e-02,5.863186e-01,1.766467e+00,9.069846e-01,-2.019216e+00,-1.167346e+00,4.257602e-01,1.277281e-01,1.786494e+00,7.303318e-01,-2.062585e-01,2.490425e-03,9.988576e-02,1.274500e-01,5.092368e-01,4.343555e-01,7.377930e-01,2.420638e-01,1.975490e+00,1.373588e+00,-3.230872e-01,-1.560367e+00,-2.820033e-02,9.344071e-01,-6.851330e-03
-1.602818e+01,-1.066490e+01,-9.654609e+00,-2.676103e+00,-6.472068e+00,1.050686e+00,-1.635987e+00,-1.409033e+00,2.073778e+00,1.705224e+01,6.306314e+00,-3.365771e-01,2.586761e+01,4.278188e-01,4.800256e-01,3.490939e-01,1.870101e+00,2.646704e+00,-1.732977e+00,2.165531e+00,3.426662e+00,1.426466e+00,2.416861e+00,1.078627e+00,1.102818e+00,2.590179e-03,-1.100707e-01,3.166476e-01,6.691047e-01,-1.072888e-01,5.673763e-01,3.969591e-01,8.638185e-01,4.370596e-01,-8.936417e-01,-1.982527e+00,-2.088141e-01,2.157089e-01,-4.080791e-03
-1.075600e+01,-2.154301e+00,-3.721448e+00,-1.445750e-02,2.672963e+00,-2.627178e+00,-7.607869e+00,-3.088640e+00,-3.642764e+00,-3.158461e+00,-3.515703e+00,2.418318e+00,2.592115e+01,-3.508301e-01,1.055862e+00,7.530340e-01,-5.275756e-01,1.314353e+00,-5.747275e-01,2.249036e+00,1.249004e+00,-2.969156e+00,-3.085949e+00,-1.985623e+00,-7.582860e-01,-6.022644e-03,-4.423787e-01,-2.941765e-01,2.714753e-01,-2.071815e-01,-4.939202e-01,1.018787e+00,-1.840103e-01,-5.235072e-01,-3.173938e-02,-8.063690e-01,-1.974313e-02,2.053297e-02,-2.203903e-03
-1.463468e+01,-3.373029e+00,-7.305830e+00,-1.976517e+00,-2.256286e+00,-1.071551e+01,-5.712910e+00,3.022762e-01,1.759855e+00,1.122787e+01,-4.996860e-01,-3.772142e+00,2.599635e+01,-8.067495e-01,1.722860e-01,1.969535e+00,1.347646e+00,6.472923e-01,-2.300836e-01,-8.619846e-01,-1.469252e-01,-2.033709e+00,-1.952896e+00,4.872293e-01,-3.754458e-01,4.978561e-03,-3.174817e-01,-6.693250e-01,-1.522683e-01,1.674179e-01,-1.048962e+00,8.449697e-01,-3.886627e-01,-3.878148e-01,8.268124e-01,-9.871522e-01,1.524670e-02,1.801366e-01,-1.395531e-03
-1.782720e+01,-2.484870e+00,-2.551306e+00,-2.956617e+00,-1.688428e+00,-2.553848e+00,3.304151e+00,-3.539231e+00,-1.127797e+01,-4.023015e+00,-5.401217e+00,-9.439574e+00,2.590701e+01,-1.391455e+00,-1.375922e+00,1.133475e+00,9.917873e-01,-5.629106e-01,2.323272e+00,-5.736397e-01,-4.049819e-01,1.699119e+00,-6.047196e-02,9.273148e-01,6.355384e-01,-9.723281e-03,5.694542e-02,-5.579031e-01,-7.421238e-01,-8.486307e-02,-9.373827e-01,5.585908e-01,8.057308e-03,7.655974e-02,1.413676e+00,4.949884e-02,4.205359e-01,4.325630e-01,4.780655e-03
-1.652633e+01,-9.638184e+00,-3.920047e-01,5.533208e+00,-1.054911e+00,-1.363967e-01,-1.140192e+01,-1.918363e+00,-4.277163e+00,7.720037e+00,9.685218e+00,3.715140e+00,2.589958e+01,-6.392771e-01,-1.650708e+00,-6.024677e-01,1.947509e+00,-1.659472e+00,1.042872e+00,1.633555e+00,2.314581e+00,3.226391e+00,-4.031639e+00,-3.016087e-01,1.306589e+00,-2.537155e-03,1.618079e-01,-9.373972e-02,-1.192046e+00,-1.025215e+00,-5.018524e-01,-1.361860e-01,8.397092e-01,-3.974608e-01,2.336819e-01,-2.959188e-02,-3.366959e-01,-4.760856e-01,8.570442e-03
-1.676745e+01,-5.901332e+00,-1.510987e+00,1.189616e+00,-7.422775e-01,3.699625e+00,-7.631562e+00,-4.003230e+00,7.871340e+00,-1.706903e+00,-3.971581e+00,1.852369e+00,2.592092e+01,-1.498392e-01,-8.221567e-01,-1.671584e+00,-1.251822e+00,-2.219178e+00,1.581748e+00,1.041553e+00,4.010490e-01,1.469176e+00,-1.799084e+00,5.114757e-01,5.635114e-01,2.163849e-02,3.223535e-01,2.847558e-01,-7.039503e-01,-1.147685e+00,-1.249448e-01,-1.032825e+00,-2.992124e-02,-7.527272e-01,-1.234336e+00,6.324822e-01,1.042331e-01,-4.951017e-01,1.272339e-02
-1.836094e+01,-9.918337e+00,-1.083833e+01,5.687912e+00,-1.102672e+01,-8.627880e+00,7.922721e+00,1.210718e+01,8.317155e+00,-1.008838e+01,-2.722548e+00,-2.885168e+00,2.597671e+01,-6.185179e-01,-5.732950e-01,-2.588168e+00,-2.656622e+00,-1.033836e+00,-5.402522e-01,2.528965e+00,-2.537244e+00,-7.503281e-01,-1.231550e+00,-9.883308e-01,-2.719860e+00,3.214989e-02,3.486133e-01,3.911763e-01,2.171550e-01,-1.094806e+00,3.007479e-01,-3.449747e-01,-8.621296e-01,-1.097115e+00,-1.183339e+00,1.173779e+00,3.175282e-02,-2.020872e-01,9.324684e-03
